target,listed_count,location,description,protected,url,verified,name_containment,account_age_days,followers_per_day,tweets_per_day,following_per_day,followers_to_friends
1,0,0,0,0,0,0,0.0,1433,0.0021,0.0077,0.2352,0.008902077151335312
1,0,0,0,0,0,0,0.0,1432,0.0084,0.0084,0.2605,0.032171581769437
1,0,1,1,0,0,0,0.0,1432,0.0105,0.0119,0.2751,0.03807106598984772
1,0,1,0,0,0,0,0.0,1431,0.0049,0.0014,0.4025,0.012152777777777778
1,0,1,1,0,1,0,0.0,1430,0.0105,0.0832,0.2881,0.03640776699029126
1,0,0,0,0,0,0,0.0,1429,0.0217,0.0161,0.415,0.05227655986509275
1,0,0,0,0,1,0,0.5,1427,0.0084,0.0294,0.6861,0.012257405515832482
1,0,0,0,0,0,0,1.0,1426,0.007,0.0,0.3745,0.018726591760299626
1,0,0,0,0,0,0,0.0,1426,0.0042,0.0638,0.3149,0.013363028953229399
1,0,1,0,0,0,0,1.0,1426,0.0119,0.0091,0.3289,0.03624733475479744
1,0,0,0,0,0,0,0.0,1422,0.0049,0.0056,0.2461,0.02
1,0,1,0,0,0,0,0.0,1423,0.0035,0.0007,0.3528,0.0099601593625498
1,0,0,0,0,0,0,0.0,1422,0.0049,0.0,0.448,0.01098901098901099
1,0,1,1,0,0,0,0.0,1420,0.0042,0.0077,0.2148,0.019672131147540985
1,1,1,1,0,0,0,0.0,1417,0.091,2.2858,0.4277,0.21287128712871287
1,0,0,0,0,0,0,0.0,1418,0.0078,0.0148,0.2299,0.03374233128834356
1,0,0,0,0,0,0,0.0,1417,0.0071,0.0339,0.386,0.018281535648994516
1,0,1,1,0,1,0,0.3333333333333333,1417,0.1433,0.1433,0.59,0.24282296650717702
1,0,1,0,0,0,0,0.5,1417,0.0042,0.0078,0.3169,0.013363028953229399
1,0,0,0,0,0,0,0.0,1412,0.0035,0.0071,0.211,0.016778523489932886
1,1,0,1,0,0,0,0.5,1410,0.0149,0.066,0.2447,0.06086956521739131
1,0,1,1,0,0,0,1.0,1408,0.0043,0.0007,0.2827,0.01507537688442211
1,1,0,0,0,0,0,0.5,1405,0.0847,0.0776,0.4655,0.1819571865443425
1,0,0,0,0,1,0,0.5,1406,0.005,0.0085,0.3826,0.013011152416356878
1,0,0,0,0,0,0,0.0,1406,0.0057,0.0007,0.3912,0.014545454545454545
1,0,1,0,0,1,0,0.0,1403,0.02,0.0078,0.3885,0.05137614678899083
1,2,1,1,0,0,0,0.0,1400,0.0121,0.0107,0.3236,0.037527593818984545
1,0,1,1,0,1,0,0.0,1399,0.005,0.0486,0.4603,0.010869565217391304
1,0,0,0,0,0,0,0.3333333333333333,1399,0.0093,0.0007,0.4274,0.021739130434782608
1,0,1,0,0,0,0,1.0,1394,0.01,0.0122,0.4003,0.025089605734767026
1,0,0,0,0,0,0,0.0,1394,0.0022,0.0014,0.4182,0.005145797598627788
1,1,0,0,0,0,0,0.5,1393,0.0818,1.7739,0.6927,0.11813471502590674
1,0,0,0,0,0,0,0.0,1393,0.0057,0.0007,0.4142,0.01386481802426343
1,0,1,1,0,0,0,0.5,1390,0.0014,0.0007,0.4158,0.0034602076124567475
1,0,0,0,0,0,0,1.0,1390,0.0058,0.0065,0.3403,0.016913319238900635
1,0,0,0,0,0,0,0.0,1390,0.0058,0.0043,0.3799,0.015151515151515152
1,0,0,0,0,0,0,1.0,1387,0.0043,0.0072,0.4131,0.010471204188481676
1,0,0,0,0,0,0,0.0,1386,0.0022,0.0014,0.4156,0.005208333333333333
1,0,1,1,0,0,0,0.5,1385,0.0123,0.3531,0.4592,0.026729559748427674
1,1,1,1,0,1,0,0.0,1385,0.1271,0.1769,0.7949,0.15985467756584923
1,0,0,0,0,0,0,0.5,1383,0.0007,0.0014,0.2603,0.002777777777777778
1,0,0,0,0,0,0,0.5,1381,0.0043,0.05,0.3802,0.011428571428571429
1,0,1,1,0,1,0,0.0,1381,0.0311,0.071,0.2744,0.11345646437994723
1,0,0,0,0,0,0,0.5,1374,0.0022,0.0247,0.1936,0.011278195488721804
1,0,1,0,0,0,0,0.0,1375,0.0109,0.8975,0.0756,0.14423076923076922
1,1,1,1,0,1,0,0.0,1374,0.0953,1.5924,0.5757,0.16561314791403287
1,0,1,1,0,0,0,0.0,1374,0.0393,0.099,0.4905,0.08011869436201781
1,3,0,0,0,0,0,0.5,1372,0.0736,0.6348,0.3652,0.20159680638722555
1,1,0,0,0,0,0,0.0,1371,0.0051,0.0015,0.4048,0.012612612612612612
1,0,0,0,0,0,0,0.0,1372,0.0073,0.0,0.449,0.016233766233766232
1,1,1,1,0,1,0,1.0,1370,0.0912,0.1088,0.3277,0.27839643652561247
1,0,0,0,0,0,0,0.0,1368,0.0168,0.0329,0.1491,0.11274509803921569
1,0,1,1,0,1,0,1.0,1361,0.0191,0.0044,0.3262,0.05855855855855856
1,0,0,0,0,0,0,0.5,1361,0.0059,0.0,0.3564,0.016494845360824743
1,0,0,0,0,0,0,0.5,1360,0.0081,0.0015,0.7037,0.011494252873563218
1,2,1,1,0,0,0,0.5,1359,0.0346,0.0927,0.4025,0.08592321755027423
1,0,1,0,0,0,0,0.0,1356,0.0059,0.0118,0.2854,0.020671834625323
1,1,1,1,0,0,0,0.0,1355,0.0103,0.0185,0.3269,0.03160270880361174
1,0,0,0,0,0,0,0.5,1356,0.0125,0.0103,0.2699,0.04644808743169399
1,0,1,1,0,0,0,0.0,1355,0.0133,0.0148,0.3565,0.037267080745341616
1,0,0,0,0,0,0,0.0,1355,0.0089,0.6871,0.428,0.020689655172413793
1,0,0,0,0,0,0,0.5,1355,0.003,0.0118,0.4059,0.007272727272727273
1,0,0,0,0,0,0,0.0,1353,0.0059,0.0044,0.7206,0.008205128205128205
1,0,0,0,0,0,0,1.0,1351,0.0111,0.0015,0.5189,0.021398002853067047
1,0,0,0,0,0,0,0.0,1350,0.0067,0.0504,0.483,0.013803680981595092
1,0,0,0,0,0,0,0.5,1347,0.0089,0.0104,0.4113,0.021660649819494584
1,0,0,0,0,0,0,0.0,1347,0.003,0.0059,0.3081,0.00963855421686747
1,0,0,0,0,0,0,0.0,1344,0.0052,0.0216,0.3899,0.013358778625954198
1,1,0,0,0,0,0,0.0,1338,0.0164,0.0314,0.37,0.044444444444444446
1,0,0,0,0,0,0,0.0,1338,0.009,0.0022,0.5202,0.017241379310344827
1,1,1,1,0,0,0,0.5,1336,0.0509,0.3638,0.5449,0.09340659340659341
1,0,0,0,0,0,0,0.0,1334,0.0045,0.0,0.4423,0.010169491525423728
1,0,1,0,0,0,0,0.0,1335,0.0105,0.4292,0.17,0.06167400881057269
1,2,0,1,0,1,0,0.5,1333,0.1485,0.7629,0.7839,0.18947368421052632
1,1,0,0,0,0,0,0.0,1331,0.0195,0.0105,0.4418,0.04421768707482993
1,0,1,1,0,1,0,0.0,1331,0.003,0.021,0.4598,0.006535947712418301
1,0,1,0,0,0,0,0.0,1328,0.0023,0.006,0.253,0.008928571428571428
1,0,1,1,0,0,0,0.0,1315,0.0023,0.0023,0.451,0.00505902192242833
1,1,1,0,0,0,0,0.0,1312,0.0434,0.2843,0.343,0.12666666666666668
1,0,1,0,0,1,0,0.5,1311,0.0137,0.0648,0.476,0.028846153846153848
1,0,0,0,0,1,0,1.0,1311,0.0038,0.0038,0.7742,0.0049261083743842365
1,0,0,0,0,0,0,1.0,1310,0.0061,0.0,0.326,0.01873536299765808
1,0,0,0,0,0,0,0.0,1309,0.0061,0.0596,0.4874,0.012539184952978056
1,0,1,0,0,0,0,0.3333333333333333,1307,0.0008,0.0,0.3864,0.0019801980198019802
1,0,0,0,0,0,0,0.5,1306,0.0176,0.0123,0.3622,0.048625792811839326
1,0,1,0,0,0,0,0.0,1300,0.0038,0.0215,0.4577,0.008403361344537815
1,0,1,1,0,0,0,1.0,1300,0.1754,0.1708,0.3115,0.562962962962963
1,0,0,0,0,0,0,1.0,1297,0.3778,3.697,0.5675,0.6657608695652174
1,0,0,0,0,0,0,1.0,1297,0.0031,0.0046,0.2321,0.013289036544850499
1,0,1,0,0,0,0,0.0,1295,0.0031,0.0,0.383,0.008064516129032258
1,0,0,0,0,0,0,1.0,1294,0.01,0.0085,0.3029,0.03316326530612245
1,0,0,0,0,0,0,0.0,1292,0.0046,0.0023,0.4373,0.010619469026548672
1,0,0,0,0,0,0,1.0,1287,0.0047,0.0474,0.5214,0.00894187779433681
1,0,0,0,0,0,0,0.0,1286,0.0194,0.0086,1.1431,0.017006802721088437
1,0,0,0,0,0,0,0.0,1282,0.0055,0.0,0.4758,0.011475409836065573
1,0,1,1,0,0,0,0.5,1280,0.0531,0.0375,0.4547,0.11683848797250859
1,0,1,0,0,0,0,0.0,1280,0.0062,0.0219,0.3891,0.01606425702811245
1,0,1,1,0,1,0,1.0,1280,0.0031,0.0164,0.4812,0.006493506493506494
1,0,0,0,0,0,0,1.0,1279,0.0031,0.0,0.4738,0.006600660066006601
1,1,0,0,0,0,0,0.0,1277,0.0525,0.343,0.7322,0.07165775401069518
1,1,0,0,0,0,0,0.0,1276,0.0086,0.0251,0.7359,0.011714589989350373
1,0,0,0,0,0,0,1.0,1275,0.0071,0.0016,0.7341,0.009615384615384616
1,0,0,1,0,0,0,0.0,1275,0.0471,1.3663,0.5522,0.08522727272727272
1,17,1,1,0,0,0,0.0,1275,0.1482,0.9333,0.3741,0.39622641509433965
1,0,0,0,0,0,0,0.0,1274,0.0055,0.0031,0.4356,0.012612612612612612
1,0,1,0,0,0,0,1.0,1271,0.0094,0.0008,0.2746,0.034383954154727794
1,0,1,0,0,1,0,0.5,1271,0.0527,0.1825,0.5295,0.09955423476968796
1,0,1,0,0,0,0,0.5,1265,0.0032,0.0008,0.6696,0.004722550177095631
1,2,1,0,0,0,0,0.3333333333333333,1264,0.038,0.0055,0.4739,0.08013355592654424
1,1,1,0,0,0,0,0.0,1263,0.1045,0.361,0.46,0.22719449225473323
1,0,0,0,0,0,0,0.0,1261,0.0063,0.0048,0.3458,0.01834862385321101
1,0,0,0,0,0,0,0.5,1259,0.0048,0.004,0.2899,0.01643835616438356
1,13,1,1,0,0,0,0.3333333333333333,1257,0.0422,0.9411,0.4344,0.09706959706959707
1,0,0,0,0,0,0,1.0,1256,0.0032,0.0,0.4721,0.006745362563237774
1,0,1,0,0,0,0,0.0,1256,0.0056,0.0255,0.3288,0.01694915254237288
1,0,1,1,0,1,0,0.0,1255,0.0016,0.0016,0.3546,0.0044943820224719105
1,0,1,1,0,1,0,0.5,1253,0.0016,0.0543,0.2642,0.006042296072507553
1,1,0,0,0,0,0,0.5,1252,0.0192,0.0136,0.4784,0.04006677796327212
1,0,0,0,0,0,0,0.0,1249,0.004,0.0008,0.2954,0.013550135501355014
1,0,0,0,0,0,0,0.0,1245,0.0048,0.0008,0.4177,0.011538461538461539
1,0,0,0,0,0,0,0.0,1245,0.0032,0.0024,0.4177,0.007692307692307693
1,0,1,0,0,0,0,0.5,1243,0.0056,0.0032,0.4867,0.011570247933884297
1,0,1,1,0,0,0,0.5,1242,0.0314,0.0129,0.5169,0.06074766355140187
1,0,1,1,0,1,0,0.6666666666666666,1242,0.0056,0.0016,0.3438,0.01639344262295082
1,0,1,0,0,1,0,0.25,1242,0.0129,0.0064,0.2778,0.0463768115942029
1,0,0,0,0,0,0,0.3333333333333333,1241,0.0097,0.0137,0.3465,0.027906976744186046
1,0,1,0,0,0,0,0.0,1239,0.0266,0.1251,0.5795,0.04596100278551532
1,0,0,0,0,0,0,0.5,1239,0.0,0.0097,0.3471,0.0
1,1,1,1,0,0,0,1.0,1238,0.0105,0.0153,0.3675,0.02857142857142857
1,25,1,1,0,1,0,0.5,1234,0.9457,2.6159,1.3136,0.7199259716224553
1,0,0,0,0,0,0,0.5,1235,0.0113,0.0,0.8162,0.013888888888888888
1,0,1,1,0,1,0,0.0,1234,0.0024,0.0219,0.466,0.0052173913043478265
1,0,1,1,0,1,0,1.0,1233,0.0016,0.0081,0.5028,0.0032258064516129032
1,0,0,0,0,0,0,0.5,1232,0.0016,0.0,0.3644,0.004454342984409799
1,0,1,0,0,0,0,0.3333333333333333,1232,0.0073,0.039,0.319,0.022900763358778626
1,2,1,0,0,1,0,0.0,1230,0.0252,0.5163,0.3667,0.06873614190687362
1,0,1,0,0,0,0,0.3333333333333333,1228,0.0147,0.5497,0.4226,0.03468208092485549
1,1,1,0,0,0,0,0.3333333333333333,1224,0.1422,0.0948,0.5907,0.24066390041493776
1,0,0,0,0,0,0,0.0,1225,0.0049,0.0,0.4131,0.011857707509881422
1,0,1,0,0,0,0,0.5,1224,0.0074,0.0008,0.3007,0.024456521739130436
1,0,0,0,0,0,0,0.5,1221,0.0033,0.0057,0.498,0.006578947368421052
1,0,0,0,0,0,0,0.0,1220,0.009,0.0689,0.3943,0.02286902286902287
1,0,1,0,0,0,0,0.0,1220,0.0049,0.0082,0.2746,0.01791044776119403
1,0,0,0,0,0,0,0.5,1220,0.0197,0.1098,0.5131,0.038338658146964855
1,0,1,0,0,0,0,0.0,1214,0.0074,0.0371,0.3839,0.019313304721030045
1,4,1,0,0,0,0,0.5,1215,0.0469,0.321,0.2346,0.2
1,0,0,0,0,0,0,1.0,1214,0.0025,0.0,0.4918,0.005025125628140704
1,0,0,0,0,0,0,1.0,1210,0.0083,0.0083,0.3512,0.023529411764705882
1,0,0,0,0,0,0,0.6666666666666666,1206,0.0108,0.0,0.4859,0.02218430034129693
1,0,0,0,0,0,0,0.0,1206,0.0033,0.0,0.4975,0.006666666666666667
1,0,1,0,0,0,0,1.0,1201,0.005,0.0008,0.4646,0.010752688172043012
1,0,0,0,0,0,0,1.0,1201,0.0025,0.1998,0.4804,0.005199306759098787
1,0,0,0,0,0,0,0.5,1197,0.0033,0.0067,0.3417,0.009779951100244499
1,0,0,0,0,0,0,0.0,1196,0.005,0.0017,0.2968,0.016901408450704224
1,0,0,0,0,0,0,0.0,1194,0.005,0.3811,0.3325,0.015113350125944584
1,0,0,0,0,0,0,0.0,1193,0.0092,0.0059,0.3596,0.02564102564102564
1,2,0,0,0,0,0,0.0,1192,0.0185,0.0084,0.3331,0.055415617128463476
1,0,1,0,0,0,0,0.0,1192,0.0185,0.0008,0.7953,0.023206751054852322
1,0,0,0,0,0,0,0.0,1192,0.0025,0.0,0.4279,0.0058823529411764705
1,0,0,0,0,0,0,1.0,1191,0.016,0.005,0.4626,0.034482758620689655
1,2,1,1,0,0,0,0.5,1191,0.0495,0.2158,0.4786,0.10350877192982456
1,0,0,0,0,0,0,0.5,1189,0.005,0.0202,0.386,0.013071895424836602
1,0,0,0,0,0,0,0.0,1188,0.0017,0.0008,0.2761,0.006097560975609756
1,0,1,0,0,0,0,0.3333333333333333,1188,0.0101,0.0168,0.3914,0.025806451612903226
1,0,0,0,0,0,0,0.5,1186,0.0051,0.0236,0.7951,0.006362672322375398
1,0,1,0,0,0,0,1.0,1184,0.0574,0.0557,0.5262,0.10914927768860354
1,0,0,0,0,0,0,0.3333333333333333,1184,0.0084,0.0084,0.3133,0.026954177897574125
1,0,0,0,0,0,0,0.0,1183,0.0017,0.0008,0.344,0.004914004914004914
1,0,0,0,0,0,0,0.5,1181,0.0034,0.0017,0.3988,0.008492569002123142
1,0,0,0,0,0,0,0.0,1181,0.011,0.0,0.7917,0.013903743315508022
1,0,0,0,0,0,0,0.0,1179,0.0025,0.0034,0.4869,0.005226480836236934
1,0,0,0,0,0,0,0.0,1176,0.0043,0.0102,0.2798,0.015197568389057751
1,0,1,0,0,0,0,0.5,1177,0.0382,0.011,0.4732,0.0807899461400359
1,0,1,0,0,0,0,0.0,1175,0.0017,0.0009,0.2587,0.006578947368421052
1,0,1,0,0,0,0,0.0,1173,0.0051,0.0051,0.5038,0.01015228426395939
1,0,1,0,0,0,0,0.0,1171,0.0265,0.2084,0.5098,0.051926298157453935
1,0,1,1,0,0,0,0.0,1170,0.0188,0.0162,0.4342,0.04330708661417323
1,3,1,0,0,0,0,0.0,1169,0.2652,0.0496,1.6484,0.16087182148417228
1,0,0,0,0,1,0,0.0,1168,0.0051,0.0625,0.8656,0.005934718100890208
1,0,0,0,0,0,0,0.0,1168,0.0043,0.0017,0.4991,0.008576329331046312
1,0,0,0,0,0,0,0.25,1167,0.0026,0.0274,0.4901,0.005244755244755245
1,0,0,0,0,0,0,1.0,1163,0.0103,0.012,0.4893,0.0210896309314587
1,0,0,0,0,0,0,1.0,1164,0.0026,0.0017,0.3162,0.008152173913043478
1,0,1,1,0,0,0,0.0,1164,0.0241,0.0335,0.5593,0.043010752688172046
1,2,1,1,0,0,0,0.5,1163,0.104,0.6913,0.6733,0.1545338441890166
1,0,1,0,0,0,0,0.0,1157,0.0035,0.0017,0.5393,0.00641025641025641
1,0,0,0,0,0,0,0.0,1156,0.0017,0.0009,0.4801,0.0036036036036036037
1,0,0,0,0,0,0,0.0,1154,0.0121,0.0026,0.3579,0.03389830508474576
1,0,0,0,0,0,0,0.3333333333333333,1153,0.0165,0.0243,0.4016,0.04103671706263499
1,0,0,0,0,0,0,0.5,1151,0.0122,0.0209,0.3727,0.03263403263403263
1,1,0,0,0,0,0,0.3333333333333333,1151,0.0634,1.1581,1.7359,0.03653653653653654
1,0,0,0,0,0,0,0.5,1150,0.0148,0.0043,0.3374,0.04381443298969072
1,0,0,0,0,0,0,0.5,1149,0.0131,0.0026,0.3594,0.03631961259079903
1,0,0,0,0,0,0,0.0,1148,0.0078,0.0,0.5035,0.015570934256055362
1,0,1,1,0,0,0,0.0,1148,0.0052,0.0009,0.4782,0.01092896174863388
1,0,1,0,0,0,0,0.0,1147,0.0009,0.007,0.3557,0.0024509803921568627
1,0,0,0,0,0,0,0.0,1146,0.0052,0.0,0.3647,0.014354066985645933
1,0,0,0,0,0,0,0.3333333333333333,1142,0.0053,0.0009,0.4799,0.010948905109489052
1,0,0,0,0,0,0,0.0,1141,0.0,0.0026,0.3365,0.0
1,0,0,1,0,0,0,1.0,1141,0.0149,0.0131,0.5267,0.028286189683860232
1,1,0,0,0,0,0,0.0,1141,0.0359,0.3339,0.4996,0.07192982456140351
1,0,0,0,0,0,0,0.0,1137,0.0035,0.029,0.467,0.007532956685499058
1,1,0,1,0,0,0,0.0,1134,0.1173,0.1975,1.1093,0.10572337042925278
1,0,0,0,0,1,0,1.0,1134,0.0026,0.0132,0.3519,0.007518796992481203
1,0,0,0,0,0,0,0.0,1131,0.0035,0.0027,0.5358,0.006600660066006601
1,0,1,0,0,0,0,0.0,1131,0.0044,0.0053,0.3758,0.011764705882352941
1,0,1,0,0,0,0,0.0,1130,0.0053,0.0018,0.2664,0.019933554817275746
1,0,0,0,0,0,0,0.5,1129,0.0124,0.0018,0.3942,0.03146067415730337
1,0,1,0,0,0,0,0.0,1127,0.0151,0.0293,0.4552,0.03313840155945419
1,0,1,1,0,0,0,0.0,1125,0.0089,0.0258,0.3902,0.022779043280182234
1,0,0,0,0,0,0,0.0,1124,0.0036,0.0,0.8665,0.004106776180698152
1,0,1,0,0,0,0,0.0,1122,0.0267,0.0,0.3806,0.0702576112412178
1,0,0,0,0,0,0,1.0,1122,0.0107,0.0125,0.9002,0.011881188118811881
1,0,1,0,0,0,0,0.0,1120,0.008,0.2571,0.5607,0.014331210191082803
1,0,0,0,0,0,0,1.0,1118,0.0107,0.0,0.9428,0.011385199240986717
1,0,0,0,0,0,0,0.25,1117,0.0045,0.0063,0.1379,0.032467532467532464
1,0,0,0,0,0,0,0.0,1116,0.0036,0.0,0.5152,0.006956521739130435
1,0,1,0,0,0,0,0.0,1116,0.0027,0.0143,0.3638,0.007389162561576354
1,0,0,1,0,1,0,1.0,1114,0.0054,0.0,0.5027,0.010714285714285714
1,0,1,1,0,1,0,0.3333333333333333,1114,0.0036,0.0081,0.509,0.007054673721340388
1,0,0,0,0,0,0,0.0,1113,0.0171,0.0009,0.3585,0.047619047619047616
1,0,0,0,0,0,0,0.0,1114,0.0117,0.0027,0.4883,0.02389705882352941
1,0,0,0,0,0,0,0.5,1113,0.0072,0.0009,0.5319,0.013513513513513514
1,1,0,0,0,0,0,0.0,1111,0.0045,0.0342,0.3969,0.011337868480725623
1,0,0,0,0,0,0,0.5,1107,0.0108,0.0199,0.4607,0.023529411764705882
1,0,1,1,0,1,0,0.5,1106,0.0145,0.0832,0.4738,0.030534351145038167
1,0,0,0,0,0,0,0.0,1105,0.0163,0.0054,0.3511,0.04639175257731959
1,0,0,0,0,0,0,0.0,1103,0.0036,0.0299,0.5159,0.007029876977152899
1,0,0,0,0,0,0,0.5,1101,0.0036,0.0018,0.3406,0.010666666666666666
1,0,0,0,0,0,0,0.5,1100,0.0064,0.0,0.5573,0.011419249592169658
1,0,0,0,0,0,0,0.5,1099,0.0009,0.01,0.4859,0.0018726591760299626
1,0,1,1,0,1,0,0.5,1099,0.0318,0.1884,0.5187,0.06140350877192982
